Store_Dept_Date,Weekly_Sales
15_25_2013-07-19,7249.45
15_26_2013-07-19,3183.2
15_27_2013-07-19,1073.95
15_28_2013-07-19,342.25
15_29_2013-07-19,4309.55
15_30_2013-07-19,4091.2
15_31_2013-07-19,2486.65
15_32_2013-07-19,5186.95
15_33_2013-07-19,3262.5
15_34_2013-07-19,20088.15
15_35_2013-07-19,2350.55
15_36_2013-07-19,1328.95
15_38_2013-07-19,48141.4
15_40_2013-07-19,28580.6
15_41_2013-07-19,701.65
15_42_2013-07-19,3858.0
15_44_2013-07-19,3717.25
15_46_2013-07-19,13520.75
15_49_2013-07-19,9612.25
15_50_2013-07-19,3099.65
15_52_2013-07-19,1345.0
15_54_2013-07-19,41.3
15_55_2013-07-19,3916.9
15_56_2013-07-19,1670.6
15_58_2013-07-19,989.75
15_59_2013-07-19,89.75
15_60_2013-07-19,139.25
15_67_2013-07-19,5201.3
15_71_2013-07-19,3792.65
15_72_2013-07-19,29211.4
15_74_2013-07-19,13150.1
15_79_2013-07-19,7910.8
15_80_2013-07-19,97.35
15_81_2013-07-19,3847.8
15_82_2013-07-19,10479.5
15_83_2013-07-19,229.3
15_85_2013-07-19,2992.8
15_87_2013-07-19,10374.55
15_90_2013-07-19,4749.6
15_91_2013-07-19,3327.25
15_92_2013-07-19,17394.45
15_93_2013-07-19,419.35
15_95_2013-07-19,32701.5
15_96_2013-07-19,5968.45
15_97_2013-07-19,2486.2
15_98_2013-07-19,326.5875
15_1_2013-07-26,10674.1
15_2_2013-07-26,27235.4
15_3_2013-07-26,10251.1
15_4_2013-07-26,14661.0
15_5_2013-07-26,10558.55
15_6_2013-07-26,3613.7
15_7_2013-07-26,20605.25
15_8_2013-07-26,20549.7
15_9_2013-07-26,24962.1
15_10_2013-07-26,17602.35
15_11_2013-07-26,20416.7
15_12_2013-07-26,4389.1
15_13_2013-07-26,19012.9
15_14_2013-07-26,10829.55
15_16_2013-07-26,25481.0
15_17_2013-07-26,9189.95
15_19_2013-07-26,1033.05
15_20_2013-07-26,4785.9
15_21_2013-07-26,2738.05
15_22_2013-07-26,6952.1
15_23_2013-07-26,20063.5
15_24_2013-07-26,3925.7
15_25_2013-07-26,8032.0
15_26_2013-07-26,3948.7
15_27_2013-07-26,1078.65
15_28_2013-07-26,507.45
15_29_2013-07-26,4422.3
15_30_2013-07-26,3830.3
15_31_2013-07-26,1910.45
15_32_2013-07-26,4885.5
15_33_2013-07-26,3455.85
15_34_2013-07-26,13477.35
15_35_2013-07-26,2062.95
15_36_2013-07-26,1160.9
15_38_2013-07-26,49170.85
15_40_2013-07-26,31062.7
15_41_2013-07-26,678.4
15_42_2013-07-26,3867.85
15_44_2013-07-26,3028.75
15_46_2013-07-26,13380.45
15_49_2013-07-26,10386.75
15_50_2013-07-26,2635.4
15_52_2013-07-26,1274.45
15_54_2013-07-26,37.95
15_55_2013-07-26,3743.65
15_56_2013-07-26,1691.6
15_58_2013-07-26,1403.5
15_59_2013-07-26,121.1
15_60_2013-07-26,90.85
15_67_2013-07-26,4983.8
15_71_2013-07-26,4534.05
15_72_2013-07-26,28105.8
15_74_2013-07-26,14292.65
15_79_2013-07-26,7688.9
15_80_2013-07-26,74.6
15_81_2013-07-26,4056.85
15_82_2013-07-26,10598.15
15_83_2013-07-26,180.7
15_85_2013-07-26,3386.75
15_87_2013-07-26,9892.85
15_90_2013-07-26,4879.25
15_91_2013-07-26,3395.6
15_92_2013-07-26,17334.45
15_93_2013-07-26,424.2
15_95_2013-07-26,31216.2
15_96_2013-07-26,5203.9
15_97_2013-07-26,2419.2
15_98_2013-07-26,376.65
16_1_2012-11-02,11073.25
16_2_2012-11-02,21077.05
16_3_2012-11-02,7181.9
16_4_2012-11-02,13796.55
16_5_2012-11-02,11328.0
16_6_2012-11-02,3850.2
16_7_2012-11-02,6699.35
16_8_2012-11-02,14331.3
16_9_2012-11-02,28506.4
16_10_2012-11-02,13514.8
16_11_2012-11-02,15433.05
16_12_2012-11-02,4249.0
16_13_2012-11-02,13809.2
16_14_2012-11-02,8685.1
16_16_2012-11-02,3806.95
16_17_2012-11-02,8616.25
16_18_2012-11-02,7183.7
16_19_2012-11-02,1516.85
16_20_2012-11-02,3252.8
16_21_2012-11-02,3041.1
16_22_2012-11-02,7317.9
16_23_2012-11-02,11717.85
16_24_2012-11-02,2751.45
16_25_2012-11-02,4848.8
16_26_2012-11-02,2363.85
16_27_2012-11-02,723.95
16_28_2012-11-02,402.75
16_29_2012-11-02,1264.2
16_30_2012-11-02,876.7
16_31_2012-11-02,1308.9
16_32_2012-11-02,4439.1
16_33_2012-11-02,2412.3
16_34_2012-11-02,3688.35
16_35_2012-11-02,265.05
16_36_2012-11-02,1384.15
16_38_2012-11-02,54656.9
16_40_2012-11-02,27695.8
16_41_2012-11-02,1188.9
16_42_2012-11-02,4077.55
16_44_2012-11-02,4677.4
16_45_2012-11-02,25.25
16_46_2012-11-02,11171.2
16_48_2012-11-02,978.25
16_49_2012-11-02,35.7
16_52_2012-11-02,1804.5
16_54_2012-11-02,37.5
16_55_2012-11-02,8026.3
16_56_2012-11-02,2507.55
16_58_2012-11-02,1033.65
16_59_2012-11-02,6.95
16_60_2012-11-02,85.15
16_67_2012-11-02,2940.1
16_71_2012-11-02,2012.05
16_72_2012-11-02,29007.1
16_74_2012-11-02,10677.55
16_79_2012-11-02,5023.1
16_80_2012-11-02,740.75
16_81_2012-11-02,3591.7
16_82_2012-11-02,8100.7
16_83_2012-11-02,250.85
16_85_2012-11-02,2057.4
16_87_2012-11-02,11181.75
16_90_2012-11-02,8724.45
16_91_2012-11-02,6021.05
16_92_2012-11-02,23083.65
16_93_2012-11-02,905.8
16_94_2012-11-02,1312.7
16_95_2012-11-02,27170.45
16_96_2012-11-02,136.9
16_97_2012-11-02,2483.75
16_98_2012-11-02,61.3
16_1_2012-11-09,10483.0
16_2_2012-11-09,20801.15
16_3_2012-11-09,6220.85
16_4_2012-11-09,14013.75
16_5_2012-11-09,11420.65
16_6_2012-11-09,3046.9
16_7_2012-11-09,7446.35
16_8_2012-11-09,14291.65
16_9_2012-11-09,31073.55
16_10_2012-11-09,13792.2
16_11_2012-11-09,15908.6
16_12_2012-11-09,4388.5
16_13_2012-11-09,14357.45
16_14_2012-11-09,8621.3
16_16_2012-11-09,3702.7
16_17_2012-11-09,8616.45
16_18_2012-11-09,6276.0
16_19_2012-11-09,1459.6
16_20_2012-11-09,3293.85
16_21_2012-11-09,3089.0
16_22_2012-11-09,7070.35
16_23_2012-11-09,11493.85
16_24_2012-11-09,2663.4
16_25_2012-11-09,5261.05
16_26_2012-11-09,2383.95
16_27_2012-11-09,728.8
16_28_2012-11-09,347.4
16_29_2012-11-09,1415.5
16_30_2012-11-09,1158.9
16_31_2012-11-09,1533.8
16_32_2012-11-09,3487.15
16_33_2012-11-09,2346.6
16_34_2012-11-09,3782.25
16_35_2012-11-09,189.35
16_36_2012-11-09,1435.8
16_38_2012-11-09,52057.05
16_40_2012-11-09,26819.95
16_41_2012-11-09,1232.1
16_42_2012-11-09,3925.6
16_44_2012-11-09,4135.2
16_46_2012-11-09,10644.45
16_48_2012-11-09,716.0
16_49_2012-11-09,38.1
16_52_2012-11-09,1802.2
16_55_2012-11-09,13268.85
16_56_2012-11-09,1088.5
16_58_2012-11-09,1054.15
16_59_2012-11-09,14.35
16_60_2012-11-09,77.4
16_67_2012-11-09,3488.0
16_71_2012-11-09,2201.65
16_72_2012-11-09,30814.5
16_74_2012-11-09,10172.0
16_79_2012-11-09,4751.05
16_80_2012-11-09,739.75
16_81_2012-11-09,3581.55
16_82_2012-11-09,8734.05
16_83_2012-11-09,259.85
16_85_2012-11-09,1990.15
16_87_2012-11-09,11705.55
16_90_2012-11-09,8994.8
16_91_2012-11-09,6335.85
16_92_2012-11-09,24202.55
16_93_2012-11-09,861.4
16_95_2012-11-09,27374.05
16_96_2012-11-09,122.4
16_97_2012-11-09,2618.95
16_98_2012-11-09,85.65
16_1_2012-11-16,10578.2
16_2_2012-11-16,21302.5
16_3_2012-11-16,6856.7
16_4_2012-11-16,13970.4
16_5_2012-11-16,14316.25
16_6_2012-11-16,2830.75
16_7_2012-11-16,8466.8
16_8_2012-11-16,14733.1
16_9_2012-11-16,12446.9
16_10_2012-11-16,14033.8
16_11_2012-11-16,17003.4
16_12_2012-11-16,3556.25
16_13_2012-11-16,14070.5
16_14_2012-11-16,10597.25
16_16_2012-11-16,3040.9
16_17_2012-11-16,9401.55
16_18_2012-11-16,8057.65
16_19_2012-11-16,1748.55
16_20_2012-11-16,2948.3
16_21_2012-11-16,3118.15
16_22_2012-11-16,7773.45
16_23_2012-11-16,12056.65
16_24_2012-11-16,2999.8
16_25_2012-11-16,5874.4
16_26_2012-11-16,2483.6
16_27_2012-11-16,757.0
16_28_2012-11-16,438.9
16_29_2012-11-16,1320.25
16_30_2012-11-16,717.55
16_31_2012-11-16,1558.3
16_32_2012-11-16,3857.05
16_33_2012-11-16,2504.05
16_34_2012-11-16,3768.75
16_35_2012-11-16,294.4
16_36_2012-11-16,2252.15
16_38_2012-11-16,53807.65
16_40_2012-11-16,26546.8
16_41_2012-11-16,986.65
16_42_2012-11-16,3736.4
16_44_2012-11-16,4457.9
16_45_2012-11-16,29.15
16_46_2012-11-16,10925.25
16_48_2012-11-16,759.95
16_49_2012-11-16,35.95
16_52_2012-11-16,1820.2
16_55_2012-11-16,12446.95
16_56_2012-11-16,896.1
16_59_2012-11-16,27.65
16_60_2012-11-16,84.45
16_67_2012-11-16,3896.45
16_71_2012-11-16,2107.7
16_72_2012-11-16,37205.95
16_74_2012-11-16,9425.95
16_79_2012-11-16,5096.1
16_80_2012-11-16,729.55
16_81_2012-11-16,3584.0
16_82_2012-11-16,8653.2
16_83_2012-11-16,302.6
16_85_2012-11-16,2341.95
16_87_2012-11-16,10907.95
16_90_2012-11-16,9015.45
16_91_2012-11-16,6353.1
16_92_2012-11-16,24317.45
16_93_2012-11-16,842.75
16_95_2012-11-16,26905.5
16_96_2012-11-16,100.0
16_97_2012-11-16,2460.9
16_98_2012-11-16,76.75
16_1_2012-11-23,11247.8
16_2_2012-11-23,22201.0
16_3_2012-11-23,7692.65
16_4_2012-11-23,16091.1
16_5_2012-11-23,40782.4
16_6_2012-11-23,19024.3
16_7_2012-11-23,27081.15
16_8_2012-11-23,14235.5
16_9_2012-11-23,31618.5
16_10_2012-11-23,17549.95
16_11_2012-11-23,17882.0
16_12_2012-11-23,3683.45
16_13_2012-11-23,14063.15
16_14_2012-11-23,19628.85
16_16_2012-11-23,3356.25
16_17_2012-11-23,13764.15
16_18_2012-11-23,8805.05
16_19_2012-11-23,1542.65
16_20_2012-11-23,4055.65
16_21_2012-11-23,4395.85
16_22_2012-11-23,13269.45
16_23_2012-11-23,13918.65
16_24_2012-11-23,4578.0
16_25_2012-11-23,8902.4
16_26_2012-11-23,3271.5
16_27_2012-11-23,1147.05
16_28_2012-11-23,429.4
16_29_2012-11-23,2363.55
16_30_2012-11-23,1214.55
16_31_2012-11-23,2438.2
16_32_2012-11-23,5585.55
16_33_2012-11-23,3402.25
16_34_2012-11-23,4866.2
16_35_2012-11-23,332.45
16_36_2012-11-23,4224.2
16_38_2012-11-23,48848.05
16_40_2012-11-23,27546.95
16_41_2012-11-23,2586.0
16_42_2012-11-23,4157.3
16_44_2012-11-23,5604.5
16_46_2012-11-23,12988.5
16_48_2012-11-23,704.15
16_49_2012-11-23,51.1
16_52_2012-11-23,2415.0
16_55_2012-11-23,28408.35
16_56_2012-11-23,8660.95
16_58_2012-11-23,2741.85
16_59_2012-11-23,43.45
16_60_2012-11-23,51.4
16_67_2012-11-23,3445.75
16_71_2012-11-23,3273.7
16_72_2012-11-23,71978.7
16_74_2012-11-23,13015.3
16_79_2012-11-23,5450.4
16_80_2012-11-23,680.95
16_81_2012-11-23,3374.05
16_82_2012-11-23,9341.85
16_83_2012-11-23,340.15
16_85_2012-11-23,2386.15
16_87_2012-11-23,12347.25
16_90_2012-11-23,10043.25
16_91_2012-11-23,5810.2
16_92_2012-11-23,25881.25
16_93_2012-11-23,779.3
16_95_2012-11-23,28709.55
16_96_2012-11-23,260.5
16_97_2012-11-23,2436.05
16_98_2012-11-23,123.3
16_1_2012-11-30,11964.95
16_2_2012-11-30,21919.9
16_3_2012-11-30,7560.3
16_4_2012-11-30,15965.5
16_5_2012-11-30,41486.3
16_6_2012-11-30,16989.85
16_7_2012-11-30,22214.8
16_8_2012-11-30,14312.55
16_9_2012-11-30,15702.65
16_10_2012-11-30,16045.7
16_11_2012-11-30,18164.55
16_12_2012-11-30,3046.15
16_13_2012-11-30,13386.7
16_14_2012-11-30,18413.55
16_16_2012-11-30,2675.15
16_17_2012-11-30,12873.1
16_18_2012-11-30,11943.8
16_19_2012-11-30,1670.85
16_20_2012-11-30,3812.05
16_21_2012-11-30,3853.75
16_22_2012-11-30,9577.4
16_23_2012-11-30,15091.45
16_24_2012-11-30,4316.45
16_25_2012-11-30,9023.6
16_26_2012-11-30,3348.65
16_27_2012-11-30,1003.7
16_28_2012-11-30,662.6
16_29_2012-11-30,1728.6
16_30_2012-11-30,1032.9
16_31_2012-11-30,2254.95
16_32_2012-11-30,4360.55
16_33_2012-11-30,3347.5
16_34_2012-11-30,3963.05
16_35_2012-11-30,278.85
16_36_2012-11-30,4374.95
16_38_2012-11-30,50902.4
16_40_2012-11-30,28312.2
16_41_2012-11-30,2020.4
16_42_2012-11-30,3877.0
16_44_2012-11-30,5789.35
16_46_2012-11-30,12441.15
16_48_2012-11-30,1150.25
16_49_2012-11-30,42.0
16_52_2012-11-30,2281.0
16_54_2012-11-30,25.0
16_55_2012-11-30,22332.5
16_56_2012-11-30,8412.15
16_59_2012-11-30,50.6
16_60_2012-11-30,68.0
16_67_2012-11-30,3505.65
16_71_2012-11-30,2986.2
16_72_2012-11-30,70503.8
16_74_2012-11-30,12409.9
16_79_2012-11-30,6090.8
16_80_2012-11-30,717.35
16_81_2012-11-30,3507.2
16_82_2012-11-30,8493.35
16_83_2012-11-30,325.75
16_85_2012-11-30,2216.5
16_87_2012-11-30,11458.45
16_90_2012-11-30,9888.3
16_91_2012-11-30,5989.0
16_92_2012-11-30,24609.9
16_93_2012-11-30,887.25
16_95_2012-11-30,28779.7
16_96_2012-11-30,190.9
16_97_2012-11-30,2699.4
16_98_2012-11-30,104.35
16_1_2012-12-07,15557.3
16_2_2012-12-07,23517.3
16_3_2012-12-07,8648.15
16_4_2012-12-07,14854.7
16_5_2012-12-07,20938.4
16_6_2012-12-07,5844.85
16_7_2012-12-07,22807.8
16_8_2012-12-07,16773.8
16_9_2012-12-07,26766.5
16_10_2012-12-07,13586.15
16_11_2012-12-07,16376.0
16_12_2012-12-07,3743.45
16_13_2012-12-07,14274.35
16_14_2012-12-07,11230.5
16_16_2012-12-07,3000.65
16_17_2012-12-07,8899.1
16_18_2012-12-07,25626.35
16_19_2012-12-07,1372.05
16_20_2012-12-07,3627.35
16_21_2012-12-07,4492.45
16_22_2012-12-07,7112.95
16_23_2012-12-07,13815.1
16_24_2012-12-07,3989.4
16_25_2012-12-07,5825.3
16_26_2012-12-07,2830.05
16_27_2012-12-07,900.55
16_28_2012-12-07,546.35
16_29_2012-12-07,2296.05
16_30_2012-12-07,1143.3
16_31_2012-12-07,1845.7
16_32_2012-12-07,5655.3
16_33_2012-12-07,3158.2
16_34_2012-12-07,4385.6
16_35_2012-12-07,407.95
16_36_2012-12-07,2154.0
16_38_2012-12-07,51523.95
16_40_2012-12-07,29579.55
16_41_2012-12-07,1404.2
16_42_2012-12-07,3929.75
16_44_2012-12-07,5426.8
16_46_2012-12-07,13966.25
16_48_2012-12-07,840.65
16_49_2012-12-07,36.25
16_52_2012-12-07,1929.25
16_55_2012-12-07,9040.9
16_56_2012-12-07,2375.8
16_59_2012-12-07,424.35
16_60_2012-12-07,304.5
16_67_2012-12-07,4664.5
16_71_2012-12-07,2205.2
16_72_2012-12-07,41866.65
16_74_2012-12-07,9523.75
16_79_2012-12-07,4969.2
16_80_2012-12-07,726.75
16_81_2012-12-07,3706.05
16_82_2012-12-07,12127.65
16_83_2012-12-07,277.05
16_85_2012-12-07,5621.45
16_87_2012-12-07,10724.3
16_90_2012-12-07,9590.2
16_91_2012-12-07,6149.05
16_92_2012-12-07,25038.9
16_93_2012-12-07,913.8
16_95_2012-12-07,27571.1
16_96_2012-12-07,136.25
16_97_2012-12-07,2589.45
16_98_2012-12-07,76.6
16_98_2012-12-07,76.6
16_1_2012-12-14,17231.0
16_2_2012-12-14,24991.85
16_3_2012-12-14,11017.2
16_4_2012-12-14,15170.25
16_5_2012-12-14,25791.6
16_6_2012-12-14,8415.05
16_7_2012-12-14,24472.95
16_8_2012-12-14,16208.45
16_9_2012-12-14,16098.5
16_10_2012-12-14,13902.7
16_11_2012-12-14,16309.0
16_12_2012-12-14,3060.65
16_13_2012-12-14,14481.45
16_14_2012-12-14,14219.5
16_16_2012-12-14,2554.45
16_17_2012-12-14,10622.0
16_18_2012-12-14,16878.65
16_19_2012-12-14,1352.25
16_20_2012-12-14,3349.35
16_21_2012-12-14,4780.65
16_22_2012-12-14,9501.35
16_23_2012-12-14,19351.1
16_24_2012-12-14,3191.8
16_25_2012-12-14,6364.0
16_26_2012-12-14,2989.5
16_27_2012-12-14,830.9
16_28_2012-12-14,519.1
16_29_2012-12-14,1993.15
16_30_2012-12-14,899.8
16_31_2012-12-14,2091.3
16_32_2012-12-14,7681.25
16_33_2012-12-14,3753.7
16_34_2012-12-14,3955.8
16_35_2012-12-14,412.75
16_36_2012-12-14,2676.1
16_38_2012-12-14,50956.65
16_40_2012-12-14,32307.8
16_41_2012-12-14,1388.0
16_42_2012-12-14,3716.7
16_44_2012-12-14,5178.75
16_46_2012-12-14,16513.65
16_48_2012-12-14,1108.35
16_49_2012-12-14,44.7
16_52_2012-12-14,2211.05
16_55_2012-12-14,14603.25
16_56_2012-12-14,934.9
16_58_2012-12-14,3248.25
16_59_2012-12-14,268.95
16_60_2012-12-14,250.5
16_67_2012-12-14,6083.9
16_71_2012-12-14,1950.9
16_72_2012-12-14,50496.3
16_74_2012-12-14,9103.8
16_79_2012-12-14,5374.85
16_80_2012-12-14,777.9
16_81_2012-12-14,4031.05
16_82_2012-12-14,13825.25
16_83_2012-12-14,373.3
16_85_2012-12-14,8608.55
16_87_2012-12-14,13108.95
16_90_2012-12-14,11056.65
16_91_2012-12-14,6950.85
16_92_2012-12-14,26861.95
16_93_2012-12-14,1018.5
16_95_2012-12-14,30471.0
16_96_2012-12-14,174.25
16_97_2012-12-14,2958.75
16_98_2012-12-14,127.6
16_1_2012-12-21,20585.55
16_2_2012-12-21,36824.25
16_3_2012-12-21,12495.45
16_4_2012-12-21,17299.05
16_5_2012-12-21,33795.9
16_6_2012-12-21,11806.8
16_7_2012-12-21,32704.0
16_8_2012-12-21,19530.9
16_9_2012-12-21,16874.8
16_10_2012-12-21,15269.45
16_11_2012-12-21,17762.35
16_12_2012-12-21,3003.7
16_13_2012-12-21,16229.5
16_14_2012-12-21,19119.8
16_16_2012-12-21,2598.4
16_17_2012-12-21,11119.7
16_18_2012-12-21,12576.3
16_19_2012-12-21,1408.25
16_20_2012-12-21,4108.0
16_21_2012-12-21,7744.35
16_22_2012-12-21,10863.2
16_23_2012-12-21,27809.55
16_24_2012-12-21,5001.9
16_25_2012-12-21,7810.55
16_26_2012-12-21,3617.7
16_27_2012-12-21,865.9
16_28_2012-12-21,551.0
16_29_2012-12-21,2821.35
16_30_2012-12-21,1458.1
16_31_2012-12-21,3602.1
16_32_2012-12-21,15252.15
16_33_2012-12-21,4830.35
16_34_2012-12-21,4730.5
16_35_2012-12-21,462.65
16_36_2012-12-21,4423.4
16_38_2012-12-21,53646.0
16_40_2012-12-21,43154.65
16_41_2012-12-21,2328.2
16_42_2012-12-21,3317.9
16_44_2012-12-21,6196.8
16_46_2012-12-21,23540.9
16_48_2012-12-21,794.7
16_49_2012-12-21,40.6
16_52_2012-12-21,2456.15
16_54_2012-12-21,70.15
16_55_2012-12-21,13954.65
16_56_2012-12-21,782.4
16_58_2012-12-21,1725.95
16_59_2012-12-21,264.2
16_60_2012-12-21,318.8
16_67_2012-12-21,6783.4
16_71_2012-12-21,2485.55
16_72_2012-12-21,58128.7
16_74_2012-12-21,9109.5
16_79_2012-12-21,6237.7
16_80_2012-12-21,903.0
16_81_2012-12-21,4115.75
16_82_2012-12-21,21432.05
16_83_2012-12-21,445.75
16_85_2012-12-21,9009.05
16_87_2012-12-21,12884.65
16_90_2012-12-21,11256.85
16_91_2012-12-21,7225.45
16_92_2012-12-21,34694.7
16_93_2012-12-21,1062.05
16_94_2012-12-21,521.6
16_95_2012-12-21,28971.7
16_96_2012-12-21,173.55
16_97_2012-12-21,2681.75
16_98_2012-12-21,100.25
16_98_2012-12-21,100.25
16_1_2012-12-28,15445.15
16_2_2012-12-28,29786.05
16_3_2012-12-28,10737.05
16_4_2012-12-28,18043.6
16_5_2012-12-28,28172.65
16_6_2012-12-28,10291.65
16_7_2012-12-28,19947.05
16_8_2012-12-28,14274.15
16_9_2012-12-28,16826.6
16_10_2012-12-28,14194.65
16_11_2012-12-28,18735.1
16_12_2012-12-28,3296.5
16_13_2012-12-28,16531.45
16_14_2012-12-28,17138.0
16_16_2012-12-28,2360.9
16_17_2012-12-28,10233.65
16_18_2012-12-28,7416.15
16_19_2012-12-28,1547.15
16_20_2012-12-28,4173.6
16_21_2012-12-28,4505.75
16_22_2012-12-28,11807.1
16_23_2012-12-28,21880.3
16_24_2012-12-28,4795.0
16_25_2012-12-28,7819.6
16_26_2012-12-28,3571.75
16_27_2012-12-28,943.45
16_28_2012-12-28,671.7
16_29_2012-12-28,2140.65
16_30_2012-12-28,1201.45
16_31_2012-12-28,3429.1
16_32_2012-12-28,12849.55
16_33_2012-12-28,4267.2
16_34_2012-12-28,4022.75
16_35_2012-12-28,402.9
16_36_2012-12-28,5324.4
16_38_2012-12-28,53501.3
16_40_2012-12-28,44034.5
16_41_2012-12-28,3347.1
16_42_2012-12-28,3279.15
16_44_2012-12-28,5729.0
16_45_2012-12-28,35.55
16_46_2012-12-28,20318.2
16_49_2012-12-28,56.95
16_52_2012-12-28,2218.6
16_54_2012-12-28,76.1
16_55_2012-12-28,22294.45
16_56_2012-12-28,1862.45
16_58_2012-12-28,1094.25
16_59_2012-12-28,233.05
16_60_2012-12-28,237.9
16_67_2012-12-28,6136.55
16_71_2012-12-28,3178.45
16_72_2012-12-28,85423.15
16_74_2012-12-28,11976.45
16_79_2012-12-28,7004.95
16_80_2012-12-28,822.35
16_81_2012-12-28,3809.7
16_82_2012-12-28,15580.25
16_83_2012-12-28,375.2
16_85_2012-12-28,3129.6
16_87_2012-12-28,12341.6
16_90_2012-12-28,11716.8
16_91_2012-12-28,7799.85
16_92_2012-12-28,32495.6
16_93_2012-12-28,982.85
16_95_2012-12-28,30577.55
16_96_2012-12-28,189.85
16_97_2012-12-28,2910.9
16_98_2012-12-28,46.7
16_98_2012-12-28,46.7
16_1_2013-01-04,10882.35
16_2_2013-01-04,28373.8
16_3_2013-01-04,10356.65
16_4_2013-01-04,17936.6
16_5_2013-01-04,17298.0
16_6_2013-01-04,3780.85
16_7_2013-01-04,8750.95
16_8_2013-01-04,14079.45
16_9_2013-01-04,11830.9
16_10_2013-01-04,16984.1
16_11_2013-01-04,16321.0
16_12_2013-01-04,2963.35
16_13_2013-01-04,17569.6
16_14_2013-01-04,9738.85
16_16_2013-01-04,1966.2
16_17_2013-01-04,8184.15
16_18_2013-01-04,2082.1
16_19_2013-01-04,2175.3
16_20_2013-01-04,3114.05
16_21_2013-01-04,3431.85
16_22_2013-01-04,8473.0
16_23_2013-01-04,12333.8
16_24_2013-01-04,1985.55
16_25_2013-01-04,4525.9
16_26_2013-01-04,1741.35
16_27_2013-01-04,739.75
16_28_2013-01-04,444.7
16_29_2013-01-04,1289.0
16_30_2013-01-04,1016.45
16_31_2013-01-04,1781.85
16_32_2013-01-04,4236.35
16_33_2013-01-04,1956.65
16_34_2013-01-04,3299.15
16_35_2013-01-04,275.85
16_36_2013-01-04,2434.65
16_38_2013-01-04,63592.6
16_40_2013-01-04,40165.9
16_41_2013-01-04,2424.7
16_42_2013-01-04,3455.45
16_44_2013-01-04,4067.3
16_46_2013-01-04,14580.5
16_48_2013-01-04,825.2
16_52_2013-01-04,1584.15
16_54_2013-01-04,44.35
16_55_2013-01-04,8847.5
16_56_2013-01-04,215.35
16_58_2013-01-04,640.35
16_59_2013-01-04,19.55
16_60_2013-01-04,118.35
16_67_2013-01-04,3472.0
16_71_2013-01-04,2470.05
16_72_2013-01-04,38846.9
16_74_2013-01-04,12852.6
16_79_2013-01-04,5724.3
16_80_2013-01-04,1000.95
16_81_2013-01-04,4535.1
16_82_2013-01-04,9873.1
16_83_2013-01-04,399.1
16_85_2013-01-04,2286.1
16_87_2013-01-04,12792.15
16_90_2013-01-04,11778.3
16_91_2013-01-04,8792.1
16_92_2013-01-04,28919.4
16_93_2013-01-04,1229.4
16_95_2013-01-04,29348.8
16_96_2013-01-04,248.8
16_97_2013-01-04,3252.1
16_98_2013-01-04,87.35
16_98_2013-01-04,87.35
16_1_2013-01-11,10853.15
16_2_2013-01-11,27309.9
16_3_2013-01-11,9987.75
16_4_2013-01-11,16142.3
16_5_2013-01-11,16225.6
16_6_2013-01-11,3797.85
16_7_2013-01-11,8485.05
16_8_2013-01-11,14297.85
16_9_2013-01-11,11204.4
16_10_2013-01-11,14781.65
16_11_2013-01-11,14112.25
16_12_2013-01-11,2679.9
16_13_2013-01-11,15956.2
16_14_2013-01-11,8857.7
16_16_2013-01-11,2062.55
16_17_2013-01-11,7858.8
16_18_2013-01-11,1684.15
16_19_2013-01-11,1620.35
16_20_2013-01-11,3048.3
16_21_2013-01-11,3411.6
16_22_2013-01-11,7701.85
16_23_2013-01-11,11151.1
16_24_2013-01-11,1974.45
16_25_2013-01-11,4511.9
16_26_2013-01-11,1803.0
16_27_2013-01-11,729.25
16_28_2013-01-11,410.2
16_29_2013-01-11,1241.3
16_30_2013-01-11,1033.9
16_31_2013-01-11,1715.85
16_32_2013-01-11,4373.05
16_33_2013-01-11,1897.2
16_34_2013-01-11,3526.5
16_35_2013-01-11,250.05
16_36_2013-01-11,2792.8
16_38_2013-01-11,59707.1
16_40_2013-01-11,36303.25
16_41_2013-01-11,1810.5
16_42_2013-01-11,2990.05
16_44_2013-01-11,3754.55
16_46_2013-01-11,14643.75
16_48_2013-01-11,360.4
16_52_2013-01-11,1606.05
16_55_2013-01-11,7598.5
16_56_2013-01-11,84.0
16_58_2013-01-11,871.75
16_59_2013-01-11,82.15
16_60_2013-01-11,125.25
16_67_2013-01-11,3241.25
16_71_2013-01-11,2354.0
16_72_2013-01-11,35637.0
16_74_2013-01-11,10163.45
16_79_2013-01-11,5607.95
16_80_2013-01-11,949.0
16_81_2013-01-11,4280.15
16_82_2013-01-11,9368.1
16_83_2013-01-11,403.6
16_85_2013-01-11,2061.35
16_87_2013-01-11,11842.05
16_90_2013-01-11,11220.55
16_91_2013-01-11,8816.65
16_92_2013-01-11,28642.65
16_93_2013-01-11,1123.6
16_95_2013-01-11,30840.4
16_96_2013-01-11,233.85
16_97_2013-01-11,2922.75
16_98_2013-01-11,33.8
16_98_2013-01-11,33.8
16_1_2013-01-18,10480.3
16_2_2013-01-18,23783.0
16_3_2013-01-18,9038.45
16_4_2013-01-18,15680.3
16_5_2013-01-18,14720.05
16_6_2013-01-18,5502.1
16_7_2013-01-18,7687.1
16_8_2013-01-18,14771.25
16_9_2013-01-18,10047.4
16_10_2013-01-18,14848.35
16_11_2013-01-18,13794.7
16_12_2013-01-18,2492.85
16_13_2013-01-18,15158.9
